sentence,target_word,substitutions_votes
"""Nuremberg was then an important and prosperous city , a center for publishing and many luxury trades .""",prosperous,big:1 money making:1 rich:22 very rich:1 wealthy:8 productive:1 succesful:1 peaceful:1 wealthy :1 thriving:2 successful:6 well to do:2 flourishing:1 well off:1
Super Mario 64 is also characterized by featuring more puzzles than earlier Mario games .,puzzles,traps:1 riddles:3 games:13 challenges:9 problem solving events:1 mystery:1 trials:1 logic games:1 tasks:1 brain games:1 inside mini-games:1 mazez:1 things to figure out:1 mazes:2 things to solve:1 puzzle stages:1 teasers:1 brainteasers:1 problems to figure out:1 activities:1 things to do:1 mysteries:1 mind games:1 challenging situations:1 mini games:1  brainteasers:1 tricky parts:1
Their escapades earned them a cover shot and a nude pictorial in a Playboy spread .,pictorial,picture:17 collection of photos:1 album:1 photo:3 shoot:1 picture article:1 visual:3 pjoto:1 picture :2 photo shoot:1 photograph:1 group of pictures:1 set of pictures:2 spread:2 photo spread:2 photo array:1 article:1 photospread:1 graphic:3 album of pictures:1 display:1 pictures:1 photo session:1 picture story:1
"""In 1971 , she witnessed the impoverished conditions of the trash collectors in Cairo , Egypt , and decided to live among them .""",witnessed,saw:47 noticed:1 seen:1 observed:1
"""Nearby there is the Goobang National Park , and Peak Hill which features an Open Cut Mine that can be toured during holidays .""",features,includes:5 shows:7 has:32 boasts:1 displays:2 spotlights:1 hallmarks:1 offers:1
"""Good Friday , also called Holy Friday , Black Friday , or Great Friday , is a holiday observed primarily by adherents to Christianity commemorating the crucifixion of Jesus and his death at Calvary .""",primarily,exclusively:1 predominantly:1 mostly:26 mainly:20 normally:2
"""As of , it lies at latitude 66 33 39 south of the equator .""",lies,is:21 resides:1 sits:13 is located:3 stations:1 exists:3 is positioned:1 is found:2 locates:1 rests:2 stands:1 sets:1
"""Along with Herculaneum , its sister city , Pompeii was destroyed , and completely buried , during a long catastrophic eruption of the volcano Mount Vesuvius spanning two days in 79 AD .""",eruption,explosion:31 ejection:1 spuing:1 blasting:1 outburst:1 blast:5 explosion :1 eruption:1 blow up:3 explosion of lava:1 blow-up:1 burst:2 explosion':1
"""Human interference has nearly exterminated them in many areas , and , except for the beech forests of the Austrian Alps , forests of deciduous trees are rarely found .""",rarely,barely:4 not often:8 not usually:2 seldom:7 uncommonly:4 hardly:6 hardly ever:6 almost never:6 usually not:1 sometimes:2 not commonly:1 almsot never:1 seldom :2
"""NakÌ¼m won , and YaxhÌÁ was instructed to find a new campsite .""",instructed,told:47 taught:2 ordered:1
The sheer weight of the continental icecap sitting on top of Lake Vostok is believed to contribute to the high oxygen concentration .,contribute,give:5 add:33 cause:3 lend:2 provide:1 be part of the cause:1 created:1 assist:1 add to:1 cause the high oxygen concentration:1 share:1
"""The album peaked at number 10 on the U.S. Billboard 200 chart , selling 48,397 copies in its first week of release ; it was eventually certified gold by the RIAA in 2008 .""",certified,deemed:1 approved:3 cited:1 rated :1 confirmed:7 awarded:3 declared:3 made:9 turned:1 made it official:1 proven:1 verified:2 catagorized:1 sworn:1 guaranteed :1 confirmed as:1 given:2 proven to be:1 authorized:1 granted:1 stamped:1 guaranteed:1 named:1 acknowledged:1 proved:1 confirm:1 announced as:1 labeled:1
The adjacent town of Gzhatsk was renamed Gagarin in 1968 in his honor .,adjacent,nearby:27 next:10 near-by:1 neighboring:3 close:5 closeby:1 close by:1 joined:1 bordering:1
"""At Backlash , Benoit retained the World title , after he forced Michaels to submit to the Sharpshooter .""",forced,compelled:5 affected:1 made:31 pushed:4 caused:4 told:1 got:1 drove:1 required:1 powered:1
"""During the First Boer War , the city was besieged by Republican forces in December 1880 and March 1881 .""",besieged,attacked:23 surrounded:6 placed under seige:1 invaded:2 encircled:1 taken over:5 overrun:2 controlled:1 taken:3 trapped:2 over taken:1 surrounded :1 took over:1 overwhelmed:1
"""One of the defining aspects of the Nintendo GameCube is the rejuvenated relationship between Nintendo and its licensees . Unlike previous generations in which Nintendo was seen by some as bullying its third-party game developers , Nintendo openly sought game-development aid on the Nintendo GameCube .""",rejuvenated,mended:2 restored:5 healed:1 new:11 improved:2 fresh:2 renew:1 renewed:14 revived:2 newer:1 reborn:1 restarted:1 friendly:1 helped bring back:1 renewed :1 revitalized:1 redesigned:1 energized:1 strengthened:1
None of your watched items were edited in the time period displayed .,edited,changed:41 looked at:1 refined:1 revise:1 finished:1 fixed:1 revised :1 revised:1 scanned:1 shortened :1
"""Originally made for the Apple II , they were later ported to other platforms .""",ported,adapted:3 transferred:2 brought:3 given:1 moved:13 sent:6 changed:1 made suitable:1 taken:3 transfered:1 made:2 carried:2 remade:1 added:1 brought to:1 adopted:1 transferred :2 harbored:1 available:1 copied:2 turned:1 docked:1
His work is displayed in the Museum of Modern Art in Yerevan .,displayed,exhibited:1 shown:40 revealed:1 shown :1 visible:1 showed:3 on show:1 hung up:1 showing:1
"""He was a prolific discoverer of asteroids , discovering 122 in all , from 136 Austria in 1874 to 1073 Gellivara in 1923 .""",discovering,finding:47 found:1 observing:1 finding :1
"""Males usually weigh about 500 lbs , but very large & old specimens can reach up to 2000 lbs .""",specimens,men:1 ones:8 creatures:5 examples:3 subjects:1 cases:1 males:2 individuals:2 animals:3 types:8 samples:3 versions:1 species:2 specie:1 tested parts:1 individuals :1 kinds:4 fossils:1 models:1 gorillas:1
"""It was used to signify those who appreciated Austen in the `` wrong '' way and the term , according to Lynch , is `` now used almost exclusively about and against other people '' .""",signify,show:20 mark:1 mean:11 represent:2 identify:3 stand for:2 label:1 indicate:4 describe:2 point:1 have meaning for:1 imply :1 point out:1
A committee of the institute appoints the laureates for the Nobel Prize in Physiology or Medicine .,laureates,poets:1 winners:16 honorees:5 the people who pin on the medal:1 site:1 notables:1 candidates:4 honors:3 nominees:4 prizewinners:1 person choosen:1 scholar:1 ornament:1 honor:1 recievers:1 contestants:1 honorees  :1 medalists:1 honored:2 winneres:1 honorees :1 recipient:1
"""Montgomery County of the U.S. state of Maryland is situated just north of Washington , D.C. and southwest of Baltimore .""",situated,located:40 placed:3 found:4 sitting:1 set:2
"""This spelling was later corrupted to Ouisconsin by other French explorers , and over time this version became the French name for both the Wisconsin River and the surrounding lands .""",version,form:14 kind:4 word:1 type:9 term:1 one:4 story:3 spelling:4 edition:2 style:1 name:2 impression:1 part:1 update:1 alternative :1 way:1
"""Several people required rescue assistance , and in Comal County a car accident caused three fatalities .""",caused,made:9 led to:6 created:12 instigated:1 caused:1 brought:1 lead to:4 resulted in:5 brought about:1 made happen:1 produced:3 incurred:1 had:1 causing:1 was the blame for:1 ended in:1
"""Schigolch removes the body while Geschwitz contemplates suicide , an idea she gives up when she realizes that Lulu will not be moved by it .""",removes,takes:12 transfers:1 took:2 hides:3 takes away:17 replaces:1 discards:1 extracts:1 moves:2 withdrew:1 disposes of:1 takes out:2 gets rid of:2 eliminates :1 gets rid of :1 rids:1 clears:1
"""Anti-tank dogs were dogs taught to carry explosives to tanks , armored vehicles and other military targets .""",targets,weapons:1 bullseyes:1 objects:7 hits:1 kills:1 bulls eye.:1 points:3 bull's-eyes:1 marks:10 places:2 enemies:4 goals:5 vehicles:2 spots:2 destinations:2 objective:1 aims:2 equipment:1 objectives:3
"""A historic organ was installed in it by the Austrian firm Rieger , in 1907 .""",installed,built:8 put:27 placed:7 put :1 integrated:1 setup:1 put in:2 put in place:1 set up:1 connected:1
"""The birthday cake is traditionally highly decorated , and typically covered with lit candles when presented , the number of candles signifying the age of the celebrant .""",traditionally,often:1 usually:34 commonly:2 normally:10 always:2 historically :1
"""He secured a top post at the Vienna State Opera in 1943 , eventually becoming music director .""",secured,got:22 got a hold of:1 earned:5 saved:2 scored:1 gained:2 was given:2 took:2 attained:1 recieved:1 had:2 won:1 achieved:2 obtained:1  achieved:1 received:1 fastened:1 reached:1 locked:1
"""The family - mother , father , old woman , young man , baby , and dog - are attempting to eat pieces of metal , such as chains , bicycle handlebars , and rifles .""",attempting,trying:50
"""In Wales , four Church of England dioceses were disestablished in 1920 , becoming separated from the Church of England in the process and subsequently becoming the Church in Wales .""",separated,split up:1 removed:8 divorced:1 distant:1 disconnected:2 split:4 divided:9 detatched:1 independent:1 distinct:1 broken away:1 moved:2 apart:5 severed:1 moved apart:1 detached:1 different:5 set apart:1 seperate:1 disjointed:1 free:1 independant:1
"""In the 19th century and the first part of the 20th , baseball shoes were commonly black in color .""",commonly,often:9 frequently:1 usually:26 mostly:3 normally:5 generally:2 mainly:1 typically:1 almost always:1 regularly:1
Hydrostatic equilibrium occurs when compression due to gravity is balanced by a pressure gradient which creates a pressure gradient force in the opposite direction .,compression,shortening:1 squeezing:15 compaction:2 pressure:13 stress:1 pushing down:1 shrinking:3 compaction :1 pushing:1 force:1 squishing:2 power:1 tightening:1 tightness:1 adjustment:1 inward force:1 forces:1 flattened:1 flattening:1 pressure from top and bottom:1
"""The True Cross is the name for physical remnants which , by a Christian tradition , are believed to be from the cross upon which Jesus was crucified .""",remnants,pieces:13 remains:17 bits:2 parts:4 leftovers:6 artifacts:1 part:1 peices:1 pieces of wood:1 left overs:1 residual:1 items:1 remainders:1
"""Seafloor spreading occurs at mid-ocean ridges , where new oceanic crust is formed through volcanic activity and then gradually moves away from the ridge .""",gradually,slowly:44 eventually:1 increasingly:1  regularly:1 slowly :1 little by little:1 progressively:1
In 1887 the school relocated to the East Lake community of Birmingham .,relocated,moved:48 transferred:1 moved :1
"""Some Han Chinese believe they share common ancestors , mythically ascribed to the patriarchs Yellow Emperor and Yan Emperor , some thousands of years ago .""",mythically,supposedly:3 magically:5 legendarily:1 fictitiously:2 divinely:1 in legend:2 legendary:2 by legend:1 sometimes:1 imagined to be:1 normally:1 legendary :1 historically:3 anciently:1 unreal:1 make believe:1 falsely:4 traditionally:2 religiously:1 legendly:2 according to legend:1 pretended:1 mystically:1 fictionally:2 artifically:1 creatively:1 from a story:1 truly:1 from:1 in stories:1 legends tell them they:1 possibly:1 the legend was:1
"""Simms works alongside co-host and designer Daniel Kucan to redecorate a room of a home in just two days and with only $ 2,500 .""",redecorate,redo:17 rearrange:2 redesign:6 fix up:2 change the decorations:1 remodel:5 remake:2 decorate:2 makeover:1 change:5 update:1 change the look of:2 change the design of:1 furnish:1 freshen up:1 renovate:1
"""Pikachu is among the most recognizable PokÌ©mon , largely because a Pikachu is a central character in the PokÌ©mon anime series . Pikachu is widely considered the most popular PokÌ©mon , is regarded as the official mascot of the PokÌ©mon franchise , and has become an icon of Japanese culture in recent years .""",considered,thought of:3 thought:7 thought to be:8 known as:7 believed:2 known:1 thought of as:5 seen as:3 regarded as:1 believed to be:1 admired:1 called:1 regarded:1 deemed:1 thought of :1 agreed :1 said to be:2 crowned:1 chosen:1 reviewed:1 viewed:1
Harvey became a strong extratropical storm during the night on August 8 and survived another few days before dissipating northwest of the Azores on August 14 .,survived,lived:19 lasted:21 remained:2 kept going:3 continued :1 still lived:1 existed:1 stayed one:1 raged:1
"""In response to the weather system , the American National Weather Service issued wind watches for the Oregon Coast .""",response,answer:14 answering:1 regards:2 an answer:2 reply:16 looking:1 reaction:8 return:1 acknowledgement:1 because of the weather system:1 a reaction:1 reactiion:1 expectation:1
It reached a peak position of number thirty-seven on the Billboard Hot Modern Rock Tracks chart .,reached,hit:13 came to:5 acheived:1 entered:1 achieved:1 climbed to:2 topped:3 met:1 made:2 got up to:1 gained:5 went to:1 got to:6 got to :1 held:1 received:1 touched:1 was:1 attained:1 got:1 extended:1
"""Pskov is an ancient city located in the north-west of Russia about east from the Estonian border , on the Velikaya River .""",located,found:24 situated:6 that is:2 is :1 placed:6 positioned:1 based:3 located:1 set:1 that has it's place:1 nearby:1 laying:1 situated :1 lying:1
The major scale may predominate the minor scale in Western music because of its unique harmonic properties ; in particular the major third is much stronger in the harmonic series than the minor third .,particular,especially:7 import:1 specific:8 general:2 close detail to :1 fact:4 nature:1 a special way:2 detail:2 an example:2 specifically:5 distinct:1 that:1 example:1 of course :1 relation:1 this way:1 certain:1 usually:1 reguard:1 actual:1 including:1 for example:1 mainly:1 special:1 essence:1
"""So impressed was Rostropovich with his young pupil that at the end of her study with him , he declared her `` the only cellist of the younger generation that could equal and overtake own achievement . ''""",declared,said:2 called:19 confirmed:1 announced:6 proclaimed:3 claimed:1 told:3 said to:2 named:3 anounced:1 appointed:1 said of:2 recognized:1 deemed:1 labeled:1 called :1 made:1 elected:1
"""The marriage was marked from the outset by sexual passion and emotional insensitivity when Tolstoy , on the eve of their marriage , gave her his diaries detailing his extensive sexual past and the fact that one of the serfs on his estate had borne him a son .""",outset,start:15 beggining:1 beginning:30 start :1 begining:2 origin:1
"""Born as Alfons Karg , he was trained as a telecommunications technician , but soon became disenchanted with this profession .""",profession,job:42 work:1 job.:1 career:4 specialty:1 occupation:1
"""Some features , however , are reminiscent of the Scout movement .""",reminiscent,similar:11 similar :1 suggestive:2 comparitive:1 made:1 familiar:2 remindful:8 memorable:3 reminders:5 like features:1 similar to:2 piec:1 echoes:1 recolescent:1 telltale:1 like:2 replicas:1 nostalgic:1 similiar to:1 reminding of:1 similar to (remove of):1 reminded of:1 evocative:1
The Shinto pantheon alone consists of an uncountable number of kami .,consists,is made up:8 is composed:1 is made:11 endures:1 made:1 composed:1 is made of:1 is made up of:2 includes:1 is:4 contains:3 is made :3 has a lot:1 has:1 has most :1 is made up :2 makes up:1 have:1 exists:1 is formed:1 comprises:2 belong:1 had:1
This message earned Saddam a great deal of popularity in many sectors of the Arab world .,sectors,areas:16 parts:29 places:1 sections:2 regions:2
